"AB106","AB107","AB108","AB109","AB110","AB111","AB112","AB113","AB114","AB115","AB116","AB117","AB118","AB119"
"U","F","C","U","G","G","B","U","B","C","B","N","C","C"
"B","G","G","B","G","G","A","G","B","G","C","F","C","C"
"U","G","G","B","G","C","G","F","B","B","B","F","C","U"
"U","F","C","B","C","U","C","A","B","C","C","H","C","G"
"U","F","C","G","G","G","B","A","B","F","C","H","C","C"
"B","G","C","B","G","G","B","H","B","B","B","H","C","C"
"U","G","C","C","G","G","B","H","B","C","B","N","C","H"
"B","G","C","C","G","G","A","H","H","B","B","F","C","C"
"B","G","C","B","G","G","A","B","B","B","B","F","C","C"
"U","G","C","B","G","G","H","H","B","C","C","G","C","U"
"U","F","C","B","G","G","A","H","C","B","B","F","G","C"
"U","G","C","F","G","G","U","B","B","C","B","F","C","U"
"B","G","C","B","G","G","B","F","B","C","C","G","C","G"
"B","G","C","A","C","G","H","F","G","F","B","F","C","H"
"U","G","G","B","G","G","H","G","B","G","B","H","G","C"
"C","G","G","B","G","G","B","H","B","B","B","F","C","C"
"U","F","C","B","G","G","A","A","B","F","B","C","C","B"
"U","U","U","U","G","U","U","U","U","G","B","N","G","U"
"B","F","C","G","G","G","G","H","B","G","B","H","C","B"
"U","G","G","B","G","G","H","H","B","B","B","F","C","C"
"U","F","C","B","G","G","H","A","B","C","C","H","G","C"
"B","G","G","G","G","G","A","G","B","C","B","F","C","U"
"U","F","G","B","C","G","B","H","B","F","C","F","G","G"
"B","G","C","B","C","G","H","H","B","C","C","G","C","G"
"U","G","G","B","G","G","G","A","B","G","C","H","C","G"
"U","G","G","B","G","G","C","H","B","G","C","H","C","U"
"U","G","G","C","C","G","G","F","B","G","C","F","C","C"
"B","G","C","C","G","G","A","C","B","C","C","G","C","C"
"B","G","C","C","G","G","A","G","B","G","B","H","G","B"
"U","F","C","C","G","G","B","G","A","C","C","G","C","C"
"C","G","G","C","G","G","G","H","B","G","B","F","C","U"
"B","G","C","C","G","G","H","G","B","F","C","H","C","C"
"G","G","C","B","G","G","H","F","B","G","C","G","C","C"
"U","G","C","B","G","G","G","F","B","F","B","H","C","C"
"U","G","C","B","G","U","A","A","B","B","B","N","C","C"
"U","F","G","B","G","G","B","A","U","B","B","N","C","B"
"U","G","G","B","G","G","A","A","B","F","C","F","C","C"
"B","G","C","B","G","G","B","F","B","F","B","C","C","B"
"G","G","C","B","G","G","A","A","B","G","C","G","C","U"
"B","G","C","G","G","G","C","G","B","C","C","G","C","C"
"U","G","G","B","G","G","G","A","B","C","B","C","C","C"
"U","G","G","B","G","U","A","F","H","C","C","H","C","C"
"C","G","C","B","G","G","B","H","B","F","C","C","C","G"
"U","F","G","B","G","U","G","F","B","F","B","C","C","U"
"U","F","G","B","G","U","H","A","B","C","B","N","C","U"
"U","G","G","B","C","G","B","A","B","C","C","C","C","C"
"B","G","C","B","G","G","C","A","B","C","C","G","C","U"
"U","U","U","U","G","U","U","U","U","G","B","N","G","C"
"B","F","C","U","C","G","A","U","B","B","B","F","C","C"
"U","G","C","B","G","G","A","G","B","B","C","G","C","G"
"U","G","C","F","G","G","C","G","A","G","C","F","C","C"
"U","G","C","C","G","G","A","A","B","F","B","F","G","C"
"B","F","G","B","G","G","A","F","B","H","B","H","G","C"
"U","F","C","B","G","C","B","H","A","B","B","F","G","G"
"U","U","U","U","G","U","U","U","U","B","B","N","G","C"
"U","F","G","C","C","U","U","A","B","B","B","C","C","U"
"B","G","C","B","C","G","B","H","B","C","C","G","C","G"
"U","F","G","B","G","G","U","H","B","G","B","H","G","H"
"B","G","G","B","G","G","H","H","B","B","C","F","C","G"
"U","F","G","B","G","G","G","F","B","C","C","N","C","C"
"U","C","C","A","G","C","B","G","B","B","C","H","C","C"
"U","F","C","B","G","G","A","G","B","B","B","H","C","C"
"U","G","C","B","G","G","B","H","B","C","C","F","C","H"
"B","G","C","B","G","U","A","A","B","F","B","F","G","C"
"U","F","C","F","C","G","A","G","B","B","B","N","C","C"
"U","G","C","B","G","G","B","G","B","C","C","C","G","C"
"U","G","C","B","G","G","B","A","B","B","B","F","C","B"
"B","G","C","A","G","C","H","G","B","G","B","F","C","G"
"U","G","G","B","G","G","A","H","B","F","B","H","C","H"
"U","F","C","B","G","U","H","A","B","G","B","N","C","C"
"U","F","G","B","G","G","B","G","A","F","B","H","G","C"
"U","G","G","C","G","G","H","H","B","B","C","F","C","C"
"U","G","C","B","G","G","G","A","B","F","B","C","C","B"
"U","F","C","B","G","G","H","H","A","F","B","G","G","C"
"U","F","G","U","C","U","H","U","B","F","F","N","C","C"
"U","U","U","B","G","U","U","A","B","B","B","N","C","B"
"U","G","C","B","G","G","G","H","B","F","B","H","C","B"
"U","F","C","B","G","U","G","A","B","B","B","C","C","C"
"B","G","C","B","G","G","B","F","B","G","B","C","G","C"
"U","F","C","B","G","G","G","F","B","G","B","N","C","U"
"U","G","G","B","G","G","G","A","B","G","B","H","C","C"
"B","G","C","B","G","C","H","C","B","G","C","G","C","C"
"B","G","G","H","G","G","A","C","B","B","C","H","C","C"
"U","F","G","B","G","G","A","H","B","F","B","C","C","C"
"U","F","C","B","G","C","H","C","A","C","C","G","C","C"
"U","F","G","B","G","G","H","G","B","B","C","H","C","B"
"U","G","G","B","G","G","B","A","B","B","C","G","C","U"
"U","F","C","B","G","G","G","F","B","F","C","C","G","G"
"U","F","C","B","G","U","B","F","F","F","B","F","C","B"
"B","G","C","B","G","G","A","A","B","F","B","F","C","C"
"U","F","G","B","C","G","G","H","B","B","C","G","G","G"
"U","G","C","B","G","G","G","F","B","B","B","F","C","B"
"U","G","G","B","G","G","B","A","B","F","B","C","G","C"
"U","G","C","B","G","G","H","H","B","C","C","G","G","C"
"U","G","G","C","G","G","G","H","B","B","B","N","C","C"
"U","F","C","B","G","G","H","A","B","C","C","G","C","G"
"U","F","C","B","G","G","H","A","U","F","B","N","C","C"
"U","F","G","B","G","G","G","F","B","F","B","C","G","B"
"B","F","G","B","G","U","G","F","B","F","B","H","C","H"
"U","F","C","B","G","G","H","A","B","C","C","H","C","C"
"U","G","G","B","G","G","G","A","B","C","C","G","C","G"
"U","G","C","B","G","G","A","G","B","F","C","G","G","C"
"C","G","G","A","G","G","G","H","B","B","C","F","C","G"
"B","G","C","B","C","G","H","H","B","B","B","H","C","C"
"U","G","G","B","G","G","B","H","B","B","C","G","C","C"
"B","G","G","B","G","G","H","A","B","C","C","H","C","C"
"U","G","C","B","G","G","A","G","B","B","C","H","C","C"
"B","G","C","H","G","G","B","G","B","B","C","G","C","C"
"B","G","G","G","G","G","H","G","B","C","B","F","C","H"
"U","G","C","B","G","G","G","G","B","G","B","H","C","C"
"G","G","C","B","G","C","H","A","U","A","C","H","C","B"
"U","F","C","B","G","U","G","A","U","G","C","N","C","U"
"U","G","C","B","G","G","A","F","B","G","C","C","C","G"
"U","G","G","B","C","U","H","G","B","G","C","C","C","U"
"B","G","C","A","C","G","B","G","B","G","C","H","C","C"
"U","F","G","G","G","G","A","G","B","F","B","H","G","B"
"U","G","C","B","G","G","B","G","B","B","C","C","C","G"
"U","F","G","B","G","G","C","A","B","F","B","H","C","C"
"U","G","G","A","G","G","A","H","F","G","B","F","G","B"
"U","G","C","B","G","G","B","H","B","G","C","G","C","B"
"B","G","C","B","G","G","B","A","B","G","C","H","C","C"
"B","G","C","C","G","G","B","H","B","C","C","G","C","C"
"B","G","C","B","G","G","G","F","B","C","C","G","C","U"
"U","F","C","B","G","G","A","H","B","F","B","H","C","C"
"U","G","C","B","G","G","G","A","B","G","B","C","C","C"
"U","G","G","B","G","G","C","G","B","G","C","C","C","C"
"U","G","G","B","G","G","A","H","B","B","B","H","C","C"
"U","G","C","B","G","G","A","G","B","B","C","F","C","C"
"U","G","C","B","G","G","H","G","H","B","B","C","G","G"
"U","F","G","F","G","G","U","C","B","C","C","G","C","U"
"U","G","C","B","G","C","U","A","B","B","C","G","C","C"
"C","G","G","B","G","G","G","G","F","B","C","G","C","C"
"U","G","C","B","G","G","G","H","B","C","C","G","C","C"
"U","C","G","B","G","U","U","A","U","C","F","N","C","G"
"U","F","C","B","G","G","H","F","B","F","B","C","C","B"
"B","F","C","B","G","G","A","B","B","H","C","G","G","C"
"U","F","C","B","C","G","H","F","B","C","C","N","G","B"
"B","G","G","B","G","G","H","F","B","B","B","F","C","C"
"U","G","C","C","G","C","A","G","B","B","C","G","G","C"
"U","G","C","B","G","G","H","G","B","F","B","F","C","B"
"U","F","G","U","G","U","H","U","B","F","B","N","G","B"
"U","F","C","B","G","C","A","A","B","G","B","C","C","C"
"U","G","C","C","C","G","A","H","B","C","C","G","C","C"
"U","F","G","B","G","G","B","A","B","F","B","H","G","B"
"B","F","C","B","C","G","G","A","U","C","C","N","G","U"
"B","G","C","G","G","G","B","H","B","B","B","H","G","G"
"B","F","C","B","G","G","A","A","F","F","C","C","C","G"
"B","G","C","B","G","G","B","F","B","C","B","F","C","C"
"U","F","G","B","G","G","H","A","B","F","B","C","G","C"
"U","F","G","B","G","G","H","F","B","F","C","H","C","C"
"U","F","C","U","G","U","H","U","B","G","B","N","C","C"
"U","G","C","C","G","G","G","F","B","G","B","F","G","G"
"U","G","C","B","G","G","U","G","U","F","C","G","G","C"
"U","G","C","B","G","U","H","C","B","B","B","H","C","C"
"G","G","C","C","G","G","H","G","B","C","C","G","G","G"
"U","G","C","B","G","G","A","F","B","G","C","H","C","C"
"U","U","U","B","G","U","U","A","U","B","B","N","C","C"
"U","G","C","B","G","G","A","A","B","G","B","N","C","U"
"U","G","G","C","G","G","B","F","B","G","B","H","G","C"
"B","G","C","A","G","G","A","F","B","B","C","F","C","C"
"U","F","G","B","G","G","G","C","B","C","B","F","C","C"
"C","G","G","G","G","C","G","G","H","B","C","G","C","C"
"U","F","G","F","G","G","G","G","B","B","B","F","C","C"
"B","G","C","B","C","G","A","G","B","F","B","H","C","B"
"U","G","G","B","G","U","U","A","B","C","B","N","C","U"
"U","G","G","B","G","U","A","G","B","G","B","H","G","B"
"B","G","G","B","C","G","G","H","B","G","B","F","C","C"
"U","G","C","B","G","G","B","F","B","B","B","F","C","C"
"U","G","C","B","C","C","H","F","B","B","C","G","G","B"
"U","C","G","B","G","G","G","A","U","B","C","H","C","C"
"U","F","G","B","G","G","G","F","A","B","C","H","C","U"
"F","G","G","B","G","U","B","F","B","F","C","H","C","G"
"U","G","C","B","G","G","A","A","F","B","B","C","C","C"
"U","F","G","B","G","G","G","A","U","B","B","H","C","C"
"G","G","C","F","G","G","B","G","B","F","B","F","G","C"
"U","G","G","A","G","U","G","G","B","C","C","G","C","C"
"U","G","G","B","C","G","U","A","B","F","C","H","G","C"
"U","F","C","B","C","G","H","A","G","C","C","G","C","B"
"U","G","C","B","G","G","A","G","U","C","B","H","C","U"
"U","G","C","B","C","G","A","H","B","G","C","F","G","C"
"B","G","C","B","G","G","H","H","H","B","C","G","C","C"
"B","G","G","A","G","G","A","G","B","F","B","C","C","G"
"U","F","G","B","G","G","G","H","B","G","C","C","C","C"
"U","F","C","G","G","C","H","H","B","F","B","H","C","H"
"U","G","C","B","C","G","A","G","B","F","B","F","G","H"
"U","G","C","A","G","G","A","F","B","G","B","H","C","C"
"U","G","C","C","G","G","H","A","B","C","B","H","C","C"
"B","G","C","C","G","G","A","F","B","B","C","G","C","C"
"B","G","C","B","C","G","H","F","B","B","B","F","C","C"
"U","F","C","B","G","G","B","A","B","F","B","H","G","B"
"U","G","G","B","G","G","H","A","B","G","B","H","C","C"
"B","G","C","C","C","C","U","G","H","C","C","G","C","U"
"U","F","G","B","C","G","B","H","B","F","C","H","C","B"
"U","G","G","B","G","G","G","C","F","B","B","G","C","C"
"U","G","G","B","G","G","A","F","F","F","B","F","C","B"
"U","C","C","B","G","G","A","A","U","B","B","H","G","C"
"U","F","C","B","G","C","H","H","B","B","B","H","C","U"
"U","G","G","B","C","G","G","A","B","G","B","H","G","B"
"U","C","G","B","G","G","U","A","U","B","B","C","C","C"
"U","F","G","B","G","G","A","G","H","C","C","F","C","C"
"U","F","C","U","G","U","C","U","U","B","F","N","C","C"
"U","F","G","B","G","G","H","G","B","B","B","F","G","H"
"B","C","C","B","G","G","A","A","B","F","B","C","G","C"
"B","G","C","B","C","G","A","H","A","G","B","G","C","G"
"U","G","C","H","G","G","U","G","B","F","C","G","G","U"
"U","F","C","C","G","G","B","F","B","C","B","G","C","C"
"B","G","G","B","G","G","H","G","B","B","B","H","C","C"
"B","F","G","H","G","G","G","H","B","C","C","G","C","C"
"U","F","G","B","G","G","B","F","B","G","B","F","C","B"
"U","G","G","B","G","G","B","H","B","B","B","H","G","H"
"U","G","C","B","G","G","H","G","B","F","C","C","C","C"
"U","U","U","U","G","U","U","U","B","C","C","N","C","G"
"U","F","C","B","G","U","U","A","B","B","B","N","G","C"
"B","G","G","G","G","G","G","H","B","G","B","C","C","C"
"U","F","G","B","G","U","U","A","B","F","B","H","C","C"
"U","G","C","G","G","G","A","G","F","G","C","G","C","C"
"U","G","G","B","G","U","C","A","B","C","C","N","C","C"
"U","F","C","U","G","U","A","U","B","B","B","N","C","C"
"U","F","C","B","G","G","B","A","B","G","B","N","G","G"
"B","G","G","C","G","G","C","H","B","F","B","F","G","H"
"U","G","G","B","G","G","B","F","B","C","C","C","G","G"
"B","G","G","B","C","G","H","H","B","F","B","F","C","B"
"B","G","C","B","G","G","H","A","B","G","C","G","C","C"
"U","F","C","B","G","U","G","A","U","B","B","C","G","U"
"U","F","G","B","G","G","H","C","B","G","B","H","G","G"
"U","G","G","B","G","G","H","B","B","F","B","H","C","C"
"U","G","G","A","G","G","B","H","B","C","C","G","C","C"
"U","F","G","G","G","G","B","H","B","B","B","H","C","U"
"U","G","G","B","G","G","B","A","B","C","C","G","C","U"
"B","G","C","H","G","G","G","F","B","G","C","H","C","B"
"U","G","C","B","G","G","U","G","U","C","C","H","C","C"
"G","F","C","B","G","G","H","G","B","G","B","F","G","G"
"U","F","C","B","G","G","B","G","A","F","C","G","C","C"
"U","G","C","B","C","G","G","H","B","F","B","F","C","U"
"U","F","C","B","G","G","A","A","B","C","C","C","C","B"
"B","G","C","B","G","G","A","F","B","B","B","H","C","U"
"B","G","C","C","G","G","A","G","B","G","B","C","C","C"
"B","G","C","G","G","G","A","G","B","G","C","G","C","C"
"U","F","C","F","C","G","C","A","B","C","C","G","C","H"
"G","G","C","B","G","G","A","F","B","G","C","F","G","C"
"U","G","G","C","C","G","G","F","B","C","C","G","C","C"
"U","F","C","B","C","G","C","H","G","G","C","H","C","G"
"U","C","G","U","G","U","H","U","U","G","B","N","C","U"
"U","G","G","B","G","G","H","A","B","F","C","H","C","G"
"U","G","C","B","G","G","H","H","B","G","C","H","C","B"
"U","G","C","B","G","G","H","F","G","G","B","H","C","H"
"A","G","G","B","G","U","C","H","B","C","B","G","C","C"
"U","G","C","B","G","G","A","A","B","C","C","F","C","C"
"B","G","C","B","G","G","H","H","B","B","C","G","C","C"
"U","G","G","B","G","G","A","F","B","C","C","G","C","U"
"U","G","C","B","C","G","C","H","B","F","C","H","G","B"
"U","F","G","B","G","G","U","H","F","F","B","H","C","B"
"B","G","C","B","G","G","A","G","B","B","C","G","C","C"
"B","G","C","B","C","G","B","F","B","G","B","H","G","C"
"B","G","C","B","C","G","H","A","B","G","B","C","C","B"
"U","G","C","B","G","G","H","H","H","G","C","H","C","B"
"B","G","C","B","G","G","A","A","B","G","C","G","C","C"
"B","G","C","B","G","C","H","H","C","G","C","C","C","H"
"U","F","G","B","C","C","H","A","B","B","C","C","C","C"
"U","G","C","B","G","G","B","H","B","F","B","G","C","G"
"B","G","G","B","G","G","H","G","B","B","B","F","C","H"
"B","G","C","B","G","C","H","F","B","F","B","C","C","B"
"B","G","G","B","G","G","B","F","B","B","C","G","C","G"
"B","G","G","A","C","G","B","F","B","C","C","G","C","G"
"U","U","U","B","G","U","U","A","U","B","B","N","C","G"
"B","G","G","A","G","U","B","G","B","G","C","H","G","C"
"U","G","G","B","G","G","G","G","B","F","C","G","C","C"
"U","G","G","B","G","U","B","A","B","F","B","C","C","U"
"U","G","C","B","G","G","H","F","B","F","C","G","C","C"
"G","G","G","B","G","G","H","F","B","B","C","G","C","C"
"U","G","C","B","G","G","A","H","A","G","B","H","C","U"
"U","F","C","U","G","U","B","U","B","B","B","N","C","U"
"U","G","G","B","C","G","B","F","B","F","B","G","G","G"
"U","F","C","C","C","G","G","F","A","F","B","F","C","B"
"U","F","G","B","G","G","B","G","B","F","C","G","C","C"
"B","G","G","B","G","G","H","G","B","F","B","C","C","U"
"B","G","C","B","G","G","B","A","B","F","B","F","C","C"
"U","G","C","B","G","G","H","F","B","F","C","G","C","G"
"B","G","C","B","C","G","A","F","B","C","C","G","C","H"
"B","G","C","B","G","G","C","G","B","G","B","F","C","C"
"U","F","G","B","G","G","G","A","A","B","C","H","C","G"
"B","G","C","B","G","G","A","G","B","C","C","G","C","C"
"U","U","U","A","G","U","U","F","B","F","B","N","G","C"
"B","G","G","B","G","G","H","H","H","B","B","H","C","C"
"U","G","C","B","G","G","B","H","B","F","B","H","C","C"
"U","G","G","B","G","G","B","H","B","B","B","F","C","C"
"U","G","C","B","G","G","H","C","B","F","B","H","C","C"
"U","G","G","B","C","G","G","H","U","C","C","G","C","C"
"B","G","G","B","C","G","H","A","F","G","B","C","C","C"
"B","G","C","C","G","G","U","G","B","G","B","F","C","U"
"B","G","C","C","C","C","A","H","B","G","B","G","C","C"
"U","G","C","B","G","U","H","A","B","C","C","N","C","C"
"C","F","G","B","G","G","G","F","B","F","C","G","G","C"
"U","F","G","B","G","G","G","A","B","H","C","F","C","C"
"U","C","G","B","C","U","C","A","B","C","B","N","C","C"
"B","F","C","B","G","G","B","A","H","C","C","H","C","C"
"B","G","G","B","G","G","A","F","B","F","B","G","C","C"
"U","G","C","B","G","G","A","F","B","F","B","H","G","C"
"U","G","G","B","G","G","G","F","B","F","B","C","C","G"
"U","G","G","B","C","G","G","H","B","B","B","H","G","C"
"B","G","C","B","C","G","B","H","B","F","B","C","C","H"
"U","F","C","B","G","G","B","H","B","G","B","F","C","B"
"U","G","C","B","G","U","U","A","U","G","B","H","G","U"
"B","G","C","B","G","G","A","F","B","B","C","F","G","C"
"B","G","C","B","G","G","H","H","B","B","B","F","C","B"
"U","C","G","B","G","U","A","A","B","C","C","H","G","C"
"U","G","G","B","G","G","H","H","B","C","B","G","C","G"
"U","F","C","H","C","G","B","H","B","F","B","C","C","C"
"U","F","G","B","G","G","U","F","U","G","C","H","C","C"
"U","F","G","B","G","G","A","H","B","G","B","H","G","B"
"U","G","C","B","G","G","B","H","H","F","C","C","G","B"
"U","G","G","B","G","G","H","F","B","G","C","H","C","C"
"U","G","G","B","G","U","U","A","B","F","B","H","C","U"
"B","G","C","B","G","G","A","G","A","C","C","G","C","C"
"U","F","C","F","G","G","A","B","B","C","C","F","C","C"
"B","G","G","F","G","G","C","F","B","B","B","F","C","C"
"U","U","U","U","G","U","U","U","U","F","B","N","G","C"
"B","C","G","B","G","G","H","F","B","G","B","F","C","U"
"C","F","G","B","G","U","C","H","B","C","C","G","C","U"
"U","C","G","B","G","G","G","A","U","G","B","N","G","C"
"U","G","C","B","G","G","B","G","B","B","C","G","C","B"
"U","G","C","B","G","G","G","F","B","C","C","G","C","U"
"B","F","G","B","C","G","H","G","F","B","C","G","C","C"
"U","F","C","G","C","G","H","H","B","G","B","H","C","C"
"B","G","G","F","G","G","H","F","A","F","B","F","C","H"
"U","G","G","A","G","G","B","F","B","F","B","H","C","H"
